verse	id	confidence	placement	method	text
Neh.12.5	Neh.12.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Mijamín es una variante de Miniamín; véase el versículo 17.
Neh.12.5	Neh.12.5-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Maadías es una variante de Moadías; véase el versículo 17.
Neh.12.14	Neh.12.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Maluchi es una variante de Maluc; véase el versículo 2.
Neh.12.14	Neh.12.14-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Sebanías es una variante de Secanías; véase el versículo 3; véase también Siríaco y algunos manuscritos hebreos y LXX.
Neh.12.15	Neh.12.15-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Meraiot es una variante de Meremot; véase el versículo 3 y también algunos manuscritos LXX.
Neh.12.17	Neh.12.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Moadías es una variante de Maadías; véase el versículo 5.
Neh.12.20	Neh.12.20-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Salai es una variante de Salú; véase el versículo 7.
Neh.12.24	Neh.12.24-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Serebías, Jesúa, Binúi y Cadmiel
Neh.12.26	Neh.12.26-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Jozadac es una variante de Jehozadac; véase 1 Crónicas 6:14.
Neh.12.35	Neh.12.35-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Micaías es una variante de Mica; véase Nehemías 11:22.
Esth.1.17	Esth.1.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O menospreciar a sus maridos ante sus ojos
Esth.1.22	Esth.1.22-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente proclamando en la lengua de su propio pueblo
Esth.2.6	Esth.2.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Jeconías es una variante de Joaquín; véase 2 Reyes 24:12.
Esth.2.14	Esth.2.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O a otra parte del harén
Esth.2.16	Esth.2.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Tebet es el décimo mes del calendario lunar hebreo, que generalmente ocurría dentro de los meses de diciembre y enero.
Esth.2.21	Esth.2.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Bigtán es una variante de Bigtana; véase Ester 6:2.
Esth.2.23	Esth.2.23-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O el Libro de los Anales o el Libro de los Acontecimientos Históricos
Esth.3.6	Esth.3.6-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Hebreo lo menospreció en sus ojos
Esth.3.7	Esth.3.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Nisán es el primer mes del calendario lunar hebreo, que generalmente ocurría dentro de los meses de marzo y abril.
Esth.5.14	Esth.5.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	50 codos equivalen aproximadamente a 22.9 metros de alto.
Esth.6.1	Esth.6.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O el Libro de Memorias, los Anales o el Libro de Registros de Acontecimientos Históricos
Esth.6.2	Esth.6.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Bigtana es una variante de Bigtán; véase Ester 2:21.
Esth.7.5	Esth.7.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo cuyo corazón lo ha llenado para hacer
Esth.8.9	Esth.8.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Siván es el tercer mes del calendario lunar hebreo, que generalmente ocurría dentro de los meses de mayo y junio.
Esth.8.9	Esth.8.9-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, hasta la región del Alto Nilo
Job.1.6	Job.1.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Acusador o el Adversario; aquí y en todo Job 1
Job.2.1	Job.2.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Acusador o el Adversario; aquí y en todo Job 2
Job.2.9	Job.2.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Bendice
Job.5.13	Job.5.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Citado en 1 Corintios 3:19
Job.9.3	Job.9.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Si Dios quisiera contender con alguien
Job.9.7	Job.9.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O levantarse
Job.9.12	Job.9.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O arrebata a alguien en la muerte
Job.10.12	Job.10.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo chesed se traducen aquí y en la mayoría de los casos en las Escrituras como amor leal; el rango de significado incluye amor, bondad, misericordia y fidelidad, así como lealtad a un pacto.
Job.13.14	Job.13.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente ¿Por qué tomo mi carne en mis dientes
Job.13.15	Job.13.15-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O No tengo otra esperanza
Job.14.14	Job.14.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O mi cambio o mi relevo
Job.19.27	Job.19.27-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo mis riñones añoran
Job.20.25	Job.20.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente de su hiel
Job.21.24	Job.21.24-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente Sus baldes están llenos de leche
Job.26.6	Job.26.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Abadón significa Destrucción.
Job.26.9	Job.26.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O de Su trono
Job.26.12	Job.26.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O aquietó
Job.28.11	Job.28.11-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Hebreo; LXX y Vulgata Él busca
Job.28.19	Job.28.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, la región del Alto Nilo
Job.28.22	Job.28.22-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Abadón significa Destrucción.
Job.29.4	Job.29.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo en el tiempo de mi cosecha
Job.30.11	Job.30.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo el freno
Job.30.18	Job.30.18-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX; hebreo Él se vuelve como una vestidura para mí o mi vestidura está desfigurada
Job.30.22	Job.30.22-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O Tú me disuelves
Job.30.29	Job.30.29-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O serpientes o dragones
Job.31.12	Job.31.12-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Abadón significa Destrucción.
Job.31.20	Job.31.20-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo si sus lomos no me han bendecido
Job.31.33	Job.31.33-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O como hombres
Job.32.9	Job.32.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O muchos o grandes
Job.33.27	Job.33.27-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Entonces él mira
Job.36.19	Job.36.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O tu clamor de ayuda
Job.36.31	Job.36.31-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O gobierna o nutre
Job.38.3	Job.38.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo ciñe tus lomos
Job.38.32	Job.38.32-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O sacar a Mazzarot en su estación
Job.38.32	Job.38.32-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O Leo o Arturo
Job.38.36	Job.38.36-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Quién le ha dado al ibis sabiduría, es decir, sabiduría sobre la inundación del Nilo
Job.39.13	Job.39.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las plumas de vuelo son las partes externas de las alas de un ave, incluida la pluma.
Job.39.25	Job.39.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O resopla, ‘¡Ajá!’
Job.40.7	Job.40.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo ciñe tus lomos
Job.40.19	Job.40.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo caminos
Job.40.21	Job.40.21-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O arbustos espinosos; también en el versículo 22
Job.41.11	Job.41.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Citado en Romanos 11:35
Job.42.3	Job.42.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Job 38:2
Job.42.11	Job.42.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo una kesitah; el valor o peso de la kesitah ya no se conoce.
Ps.2.1	Ps.2.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O se reúnen ruidosamente; véase Apocalipsis 11:18.
Ps.2.9	Ps.2.9-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	LXX Los regirás o Los pastorearás
Ps.4.2	Ps.4.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O dioses falsos
Ps.4.4	Ps.4.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O En tu ira no peques o Tiembla y no peques; citado en Efesios 4:26
Ps.5.7	Ps.5.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las formas del hebreo chesed se traducen aquí y en la mayoría de los casos en las Escrituras como amor leal; el rango de significado incluye amor, bondad, misericordia y fidelidad, así como lealtad a un pacto.
Ps.6.0	Ps.6.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Seminites es probablemente un término musical; aquí y en 1 Crónicas 15:21 y Salmos 12:1.
Ps.7.0	Ps.7.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Sigaión es probablemente un término musical o litúrgico.
Ps.7.4	Ps.7.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo el que está en paz conmigo
Ps.8.0	Ps.8.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Gittit es probablemente un término musical o litúrgico; aquí y en los Salmos 81 y 84.
Ps.8.2	Ps.8.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente Has ordenado fuerza; LXX Has preparado alabanza; citado en Mateo 21:16
Ps.9.0	Ps.9.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Los Salmos 9 y 10 juntos siguen un patrón acróstico, cada estrofa comienza con las letras sucesivas del alfabeto hebreo. En la LXX forman un solo salmo.
Ps.10.7	Ps.10.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX amargura; citado en Romanos 3:14
Ps.10.10	Ps.10.10-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O Se agacha y se acuesta
Ps.12.0	Ps.12.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Seminites es probablemente un término musical; aquí y en 1 Crónicas 15:21 y Salmos 6:1.
Ps.14.1	Ps.14.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Las palabras hebreas traducidas como necio en los Salmos denotan a uno que es moralmente deficiente.
Ps.14.3	Ps.14.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX inútil
Ps.16.0	Ps.16.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Miktam es probablemente un término musical o litúrgico; usado para los Salmos 16 y 56–60.
Ps.16.8	Ps.16.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX Preví
Ps.16.11	Ps.16.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Citado en Hechos 2:25–28
Ps.17.8	Ps.17.8-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Literalmente como la pupila, la hija de
Ps.17.14	Ps.17.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Que lo que has guardado para los impíos llene sus vientres
Ps.18.42	Ps.18.42-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	Algunos manuscritos hebreos, LXX y Siríaco (véase también 2 Samuel 22:43); TM los derramé
Ps.19.4	Ps.19.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX, Siríaco y Vulgata; hebreo su línea de medición
Ps.20.9	Ps.20.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O da la victoria a
Ps.22.15	Ps.22.15-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	TM; o Mi boca, una posible lectura del texto hebreo original
Ps.24.1	Ps.24.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Citado en 1 Corintios 10:26
Ps.24.4	Ps.24.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O a la falsedad o a la vanidad
Ps.25.0	Ps.25.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Este salmo es un poema acróstico, cada versículo comienza con las letras sucesivas del alfabeto hebreo.
Ps.29.1	Ps.29.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O hijos de Dios o hijos del poder
Ps.29.6	Ps.29.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Monte Hermón
Ps.29.9	Ps.29.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O SEÑOR hace parir a las ciervas
Ps.30.9	Ps.30.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O en mi destrucción
Ps.30.9	Ps.30.9-fn2	fallback	verse_end	no_high_confidence_immediate_alignment	O a la corrupción
Ps.31.6	Ps.31.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	TM; un manuscrito hebreo, LXX y Siríaco Tú odias
Ps.32.0	Ps.32.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.32.2	Ps.32.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX Bienaventurado el hombre a quien el SEÑOR no atribuye pecado; citado en Romanos 4:8
Ps.32.4	Ps.32.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O mi vitalidad se volvió
Ps.34.0	Ps.34.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Abimelec es otro nombre para Aquis; véase 1 Samuel 21–29 y 1 Reyes 2:39.
Ps.34.0	Ps.34.0-fn2	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Este salmo es un poema acróstico, cada versículo comienza con las letras sucesivas del alfabeto hebreo.
Ps.35.3	Ps.35.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O y cierra el camino
Ps.35.16	Ps.35.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Como un círculo impío de burladores,
Ps.37.0	Ps.37.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Este salmo es un poema acróstico, cada estrofa comienza con las letras sucesivas del alfabeto hebreo.
Ps.38.19	Ps.38.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Un manuscrito DSS; TM Mis enemigos son vigorosos y fuertes
Ps.40.6	Ps.40.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; algunos manuscritos LXX pero un cuerpo Tú me preparaste
Ps.40.8	Ps.40.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Citado en Hebreos 10:5–7
Ps.42.0	Ps.42.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	En muchos manuscritos hebreos, los Salmos 42 y 43 constituyen un solo salmo. Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.44.0	Ps.44.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.44.14	Ps.44.14-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente un movimiento de cabeza
Ps.44.19	Ps.44.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O serpientes o dragones
Ps.45.0	Ps.45.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.46.0	Ps.46.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Alamot es probablemente un término musical o litúrgico; aquí y en 1 Crónicas 15:20.
Ps.46.9	Ps.46.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O carros
Ps.48.2	Ps.48.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O en el norte lejano; la montaña más sagrada de los cananeos era Zafón
Ps.48.11	Ps.48.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O las aldeas
Ps.49.11	Ps.49.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX, Siríaco y Targum Arameo; hebreo Sus pensamientos interiores
Ps.49.13	Ps.49.13-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O el camino de los necios
Ps.50.6	Ps.50.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Él es un Dios de justicia
Ps.50.21	Ps.50.21-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O pensaste que el ‘YO SOY’ era
Ps.51.1	Ps.51.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Ten misericordia de mí
Ps.52.0	Ps.52.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.53.0	Ps.53.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Mahalat es probablemente un término musical o litúrgico; véase también Salmos 88:1.
Ps.53.0	Ps.53.0-fn2	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.53.3	Ps.53.3-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX inútil
Ps.54.0	Ps.54.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.55.0	Ps.55.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.56.0	Ps.56.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Miktam es probablemente un término musical o litúrgico; usado para los Salmos 16 y 56–60.
Ps.56.7	Ps.56.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O no los dejes escapar; TM no incluye no.
Ps.56.8	Ps.56.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O penas
Ps.57.0	Ps.57.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Miktam es probablemente un término musical o litúrgico; usado para los Salmos 16 y 56–60.
Ps.57.2	Ps.57.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo Elohim-Elyon
Ps.58.0	Ps.58.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Miktam es probablemente un término musical o litúrgico; usado para los Salmos 16 y 56–60.
Ps.59.0	Ps.59.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Miktam es probablemente un término musical o litúrgico; usado para los Salmos 16 y 56–60.
Ps.60.0	Ps.60.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Miktam es probablemente un término musical o litúrgico; usado para los Salmos 16 y 56–60.
Ps.60.0	Ps.60.0-fn2	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Es decir, Mesopotamia; Aram-naharaim significa Aram de los dos ríos, probablemente la región entre el Éufrates y el Balih en el noroeste de Mesopotamia.
Ps.60.0	Ps.60.0-fn3	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Es decir, la tierra al noreste de Damasco
Ps.60.4	Ps.60.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O para que sea mostrada a causa de la verdad
Ps.65.9	Ps.65.9-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O y hazlo rebosar
Ps.68.4	Ps.68.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O cabalga por los desiertos
Ps.68.28	Ps.68.28-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX y Siríaco; la mayoría de los manuscritos hebreos Tu Dios ha convocado tu poder
Ps.69.4	Ps.69.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Véase Juan 15:25
Ps.69.9	Ps.69.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Citado en Juan 2:17
Ps.72.5	Ps.72.5-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX Él perdurará
Ps.72.17	Ps.72.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O aumentar
Ps.73.7	Ps.73.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Literalmente Su ojo sobresale de gordura; Siríaco De su corazón insensible procede la iniquidad
Ps.73.26	Ps.73.26-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo roca
Ps.74.0	Ps.74.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.75.9	Ps.75.9-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O proclamarlo
Ps.76.2	Ps.76.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, Jerusalén
Ps.78.0	Ps.78.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.78.33	Ps.78.33-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O en vapor
Ps.78.35	Ps.78.35-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo El-Elyon
Ps.78.42	Ps.78.42-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Su mano
Ps.81.0	Ps.81.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Gittit es probablemente un término musical o litúrgico; aquí y en los Salmos 8 y 84.
Ps.81.7	Ps.81.7-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Meriba significa rencilla; véase Éxodo 17:7.
Ps.82.2	Ps.82.2-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O ¿Hasta cuándo defenderán al injusto
Ps.83.1	Ps.83.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O sordo
Ps.84.0	Ps.84.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Gittit es probablemente un término musical o litúrgico; aquí y en los Salmos 8 y 81.
Ps.84.6	Ps.84.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Valle de los Álamos
Ps.88.0	Ps.88.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Mahalat Leannot es probablemente un término musical o litúrgico; véase también Salmos 53:1.
Ps.88.0	Ps.88.0-fn2	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.89.0	Ps.89.0-fn1	unavailable	superscription_unavailable	rv1909_json_has_no_superscription_text	Masquil es probablemente un término musical o litúrgico; usado para los Salmos 32, 42, 44–45, 52–55, 74, 78, 88–89 y 142.
Ps.89.6	Ps.89.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O los hijos de Dios o los hijos del poder
Ps.90.4	Ps.90.4-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Véase 2 Pedro 3:8.
Ps.90.17	Ps.90.17-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O belleza
Ps.95.8	Ps.95.8-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX como en la rebelión; Meriba significa rencilla; véase Éxodo 17:7; citado en Hebreos 3:15 y Hebreos 4:7.
Ps.95.10	Ps.95.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX Ellos siempre se desvían en el corazón
Ps.97.11	Ps.97.11-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Un manuscrito hebreo, LXX, Siríaco y Vulgata; la mayoría de los manuscritos hebreos La luz es sembrada
Ps.100.3	Ps.100.3-fn1	fallback	verse_end	source_anchor_word_not_semantically_specific	O y no nosotros mismos
Ps.105.16	Ps.105.16-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo vara
Ps.105.22	Ps.105.22-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX y Siríaco; TM para atar
Ps.106.19	Ps.106.19-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Es decir, el Monte Sinaí, o posiblemente una montaña en la cordillera que contiene el Monte Sinaí
Ps.106.27	Ps.106.27-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O derribar o hacer caer
Ps.106.32	Ps.106.32-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Meriba significa rencilla; véase Éxodo 17:7.
Ps.107.29	Ps.107.29-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	DSS; TM sus olas
Ps.109.10	Ps.109.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo; LXX que sean expulsados
Ps.111.1	Ps.111.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Aleluya, que significa Alabad al SEÑOR. Este salmo es un poema acróstico, cada línea comienza con las letras sucesivas del alfabeto hebreo.
Ps.112.1	Ps.112.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Aleluya, que significa Alabad al SEÑOR. Este salmo es un poema acróstico, cada línea comienza con las letras sucesivas del alfabeto hebreo.
Ps.113.1	Ps.113.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Aleluya, que significa Alabad al SEÑOR; también en el versículo 9
Ps.116.10	Ps.116.10-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	LXX por eso he hablado; citado en 2 Corintios 4:13
Ps.118.6	Ps.118.6-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O El SEÑOR está conmigo; también en el versículo 7; LXX El Señor es mi ayudador
Ps.118.25	Ps.118.25-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Hebreo hosia-na, que significa salva, te rogamos o salva ahora; véase Mateo 21:9, Mateo 21:15, Marcos 11:9 y Juan 12:13.
Ps.119.1	Ps.119.1-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	Este salmo es un poema acróstico de veintidós estrofas, siguiendo las letras del alfabeto hebreo; dentro de una estrofa, cada versículo comienza con la misma letra hebrea.
Ps.119.70	Ps.119.70-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O grasa
Ps.119.84	Ps.119.84-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O ¿Cuántos son los días de Tu siervo?
Ps.119.91	Ps.119.91-fn1	fallback	verse_end	no_high_confidence_immediate_alignment	O Ellos permanecen hoy según Tus ordenanzas
